project_id,weather_station,zipcode,address,city,state,year_built,retrofit_start_date,retrofit_end_date
SEHDPS1526435497,722880,91214,,,CA,1968,,7/26/12
SEHDPS1526388318,722976,91789,,,CA,1975,,2/10/12
2DFJ4B,724920,95376,,Tracy Pumps,CA,1950,,10/26/11
D3QWZA,724830,95819,,Sacramento AP,CA,1940,,2/22/12
7SM5PS,724830,95608,,Carmichael,CA,1967,,2/22/12
KKHX68,724945,95118,,San Jose,CA,1962,,8/4/11
SEHDPS1526388535,722899,91724,,,CA,1964,,4/27/12
9X3O0U,724920,95205,,Stockton AP,CA,1955,,9/23/11
78V2J6,724830,95624,,Elk Grove,CA,1987,,1/18/12
YC8YD4,724830,95628,,Fair Oaks,CA,1963,,12/21/11
0RA56E,724936,94509,,Antioch,CA,1963,,3/15/12
QKPZF0,724920,95219,,Stockton AP,CA,1973,,10/31/11
W2VD18,724930,94530,,El Cerrito,CA,1973,,12/29/11
SEHDPS1526388531,722976,91744,,,CA,1955,,5/18/12
SEHDPS1526388827,722976,91790,,,CA,1955,,8/31/12
SGHDPS1525820728,722885,90008,,,CA,1959,,3/5/12
UO9XEX,724940,94122,,San Francisco CO,CA,1949,,12/7/11
CEVFMQ,724955,94957,,San Anselmo,CA,1928,,2/27/12
AT4XWB,724955,94559,,Napa State Hospital,CA,1930,,1/26/12
WG0QWF,724927,94513,,Brentwood,CA,1975,,1/13/12
KTOYRR,724936,94565,,Pittsburg,CA,1980,,8/18/11
0C21ZH,724930,94530,,El Cerrito,CA,1938,,3/14/12
SEHDPS1526388436,722880,91007,,,CA,1960,,6/20/12
1HFZE8,724839,95650,,Loomis,CA,1988,,3/6/12
MQN2I0,724955,94901,,San Rafael,CA,1963,,11/5/11
8XQYW4,724837,95946,,Grass Valley,CA,1991,,1/19/12
POV35T,724839,95662,,Orangevale,CA,1980,,10/5/11
NSEF4K,724830,95628,,Fair Oaks,CA,1960,,2/14/12
DCJRJD,724940,94114,,San Francisco CO,CA,1900,,3/15/12
LE5VWG,724940,94112,,San Francisco AP,CA,1923,,8/17/11
6OGVS7,724830,95608,,Carmichael,CA,1963,,12/2/11
EN85FR,724940,94404,,Foster City,CA,1966,,3/1/12
RU89Q6,724940,94066,,San Bruno,CA,1938,,12/23/11
8RH7FB,724955,95476,,Sonoma,CA,1951,,2/16/12
QX0JM1,724926,95367,,Riverbank,CA,1977,,9/9/11
SEHDPS1526383817,723896,93274,,,CA,1959,,9/5/12
SEHDPS1526383814,722899,91741,,,CA,1958,,6/5/12
SEHDPS1526383815,722950,90254,,,CA,Not Available,,6/13/12
SEHDPS1526383812,722885,90405,,,CA,1940,,7/25/12
SEHDPS1526383813,722976,91790,,,CA,1955,,5/30/12
SEHDPS1526383810,722976,91791,,,CA,1958,,2/23/12
SEHDPS1526383811,722899,91741,,,CA,1953,,7/12/12
ZSSFZT,724940,94005,,South San Francisco,CA,1959,,12/23/11
75AAKJ,724930,94706,,Albany,CA,1938,,2/28/12
WSZ5NP,724936,94598,,Concord,CA,1972,,7/26/11
182BHO,724930,94804,,Richmond,CA,1956,,3/13/12
JYFPIW,724830,95630,,Folsom Dam,CA,1989,,1/16/12
HRO8LH,724927,94583,,San Ramon,CA,1976,,11/29/11
I11ZWZ,745090,94022,,Los Altos,CA,1979,,12/1/11
SGHDPS1526314117,722950,90293,,,CA,1965,,10/11/12
8CDBE1,724940,94112,,San Francisco CO,CA,1920,,3/8/12
PWGPY3,724926,95356,,Modesto,CA,1983,,12/28/11
L4WUTO,724830,95826,,Sacramento CO,CA,1965,,3/19/12
3DPGS1,724830,95608,,Carmichael,CA,1961,,11/15/11
NOX5R9,724920,95209,,Stockton AP,CA,1988,,9/8/11
SGHDPS1525970393,722885,90035,,,CA,1928,,4/13/12
0CXVQ7,725905,95482,,Ukiah,CA,1972,,11/6/11
J87X8S,724920,95210,,Stockton AP,CA,1967,,10/20/11
BSKLXZ,724945,95124,,San Jose,CA,1950,,2/27/12
RZFOHW,724936,94565,,Martinez FS,CA,1984,,3/6/12
TM34UV,745090,94022,,Los Altos,CA,1991,,3/14/12
5223337009,722904,92154,3904 CASEMAN AVE,San Diego,CA,1965,,10/17/12
AALL8X,724830,95818,,Sacramento CO,CA,1956,,1/18/12
FJXN98,724927,94588,,Pleasanton,CA,1968,,2/24/12
5JD6CB,723890,93727,,Fresno AP,CA,1968,,2/10/12
53L6VU,723890,93612,,Clovis,CA,1927,,3/7/12
DWLPQZ,724927,94583,,San Ramon,CA,1978,,1/25/12
RLM6UI,724830,95831,,Sacramento AP,CA,1984,,1/6/12
OZ6WMK,724927,94583,,San Ramon,CA,1976,,1/26/12
6YRQ7B,724839,95765,,Rocklin,CA,1990,,8/5/11
VBTY3I,724839,95677,,Rocklin,CA,1990,,2/28/12
UY00SK,724830,95762,,El Dorado Hills,CA,1966,,11/16/11
HXJ1V6,724940,94132,,San Francisco AP,CA,1950,,3/6/12
SQSZ36,724839,95765,,Rocklin,CA,1998,,3/1/12
0LY5XE,724837,95603,,Sacramento AP,CA,1982,,12/1/11
FQH3UY,724945,95127,,San Jose,CA,1964,,12/19/11
31FQO5,724957,95405,,Santa Rosa,CA,1970,,3/30/12
442TNR,724839,95841,,Carmichael,CA,1960,,9/30/11
QYZ07A,724940,94122,,San Francisco AP,CA,1945,,2/3/12
2E5UE5,724920,95204,,Stockton AP,CA,1936,,12/23/11
M33J46,724945,95008,,Campbell,CA,1961,,12/1/11
MXHJIP,724839,95695,,Woodland,CA,1979,,10/11/11
DG29EI,725905,95458,,Lakeport,CA,1969,,12/30/11
SEHDPS1526388676,722880,91001,,,CA,1928,,6/26/12
SEHDPS1526388673,722869,92504,,,CA,1984,,6/13/12
SEHDPS1526388671,722976,91744,,,CA,1956,,5/18/12
GHUN5M,724930,94708,,Berkeley,CA,1990,,2/27/12
SEHDPS1526388679,722880,91011,,,CA,1954,,9/5/12
SEHDPS1526388678,722976,91722,,,CA,1954,,5/18/12
AU8G8S,724945,95130,,San Jose,CA,1962,,1/25/12
SEHDPS1526388445,722899,91765,,,CA,1962,,2/23/12
SGHDPS1526280117,722886,91303,,,CA,1956,,9/21/12
GRUZBH,745090,94062,,Redwood City,CA,1958,,1/19/12
R9TLRX,745090,95014,,Cupertino,CA,1955,,9/12/11
MW9XAI,724930,94707,,Berkeley,CA,1923,,2/24/12
9V9X1O,724936,94531,,Antioch,CA,1988,,11/14/11
FG4Q4W,723890,93722,,Fresno AP,CA,1990,,12/27/11
SGHDPS1526258345,723940,93455,,,CA,1998,,9/19/12
1QDHZU,724930,94611,,Oakland Museum,CA,1920,,3/7/12
WTS2H1,747020,93245,,Lemoore NAS,CA,1908,,2/6/12
SEHDPS1526388324,722885,90405,,,CA,1997,,2/3/12
VUDG3U,724940,94402,,San Mateo,CA,1934,,2/19/12
TN38OB,724926,95354,,Modesto,CA,1960,,3/8/12
RM9WFY,724830,95670,,Gold River,CA,1994,,2/23/12
X9W0UG,724940,94066,,San Bruno,CA,1962,,2/28/12
I3QEFU,724839,95621,,Sacramento CO,CA,1961,,1/27/12
EPXB5U,724930,94530,,El Cerrito,CA,1955,,2/28/12
HJPIOZ,724940,94132,,San Francisco AP,CA,1933,,1/31/12
Z17EAQ,724839,95673,,Rio Linda,CA,1961,,2/29/12
OI5O0Z,724830,95826,,Sacramento CO,CA,1965,,11/15/11
PD3S9F,745090,94025,,Menlo Park,CA,1941,,3/27/12
SEHDPS1526388271,722899,91768,,,CA,1956,,12/14/11
SEHDPS1526388270,722970,90715,,,CA,1958,,12/27/11
SEHDPS1526388277,722956,90249,,,CA,1947,,12/27/11
21GW28,724830,95831,,Sacramento CO,CA,1978,,1/20/12
SEHDPS1526388275,722899,91768,,,CA,1948,,12/27/11
SEHDPS1526388274,722976,91791,,,CA,Not Available,,1/5/12
TLTTJ0,724945,95051,,Santa Clara Univ,CA,1954,,11/29/11
SEHDPS1526388829,722899,91740,,,CA,1962,,8/7/12
ERCOC0,724940,94403,,San Mateo,CA,1951,,1/19/12
SGHDPS1526258343,722886,91343,,,CA,1961,,7/5/12
WWDPG3,724839,95610,,Citrus Heights,CA,1968,,1/12/12
BIFEZG,724830,95628,,Fair Oaks,CA,1970,,3/10/12
CG3TTX,724830,95682,,El Dorado Hills,CA,1977,,2/3/12
U6BMEE,724830,95628,,Fair Oaks,CA,1976,,1/3/12
KUEIDM,724940,94010,,Burlingame,CA,1920,,3/8/12
2YVVU7,724839,95610,,Citrus Heights,CA,1997,,2/22/12
HI8K53,724839,95673,,Rio Linda,CA,1957,,12/17/11
0IRSMT,724839,95776,,Woodland,CA,1979,,12/8/11
SEHDPS1526388419,722976,91791,,,CA,1956,,2/8/12
O1WWNP,724830,95820,,Sacramento CO,CA,1948,,3/7/12
SEHDPS1526388414,722956,90277,,,CA,1954,,6/19/12
1YBEQM,724945,95119,,San Jose,CA,1968,,12/1/11
SEHDPS1526388411,722970,90713,,,CA,1954,,2/8/12
SEHDPS1526436908,722976,91722,,,CA,1955,,10/8/12
8313343349,722904,91914,617 SAN PABLO PL,Chula Vista,CA,1999,,7/10/12
OWCBW4,724940,94121,,San Francisco CO,CA,1935,,9/25/11
J0STM2,724955,94590,,Vallejo,CA,1951,,2/12/12
UQ9VV2,724920,95336,,Manteca,CA,1970,,12/14/11
9249IH,724839,95843,,North Highlands,CA,1990,,2/16/12
OXCCAH,724830,95831,,Sacramento AP,CA,1977,,3/23/12
D2SD8Y,724926,95355,,Modesto,CA,1985,,3/14/12
SEHDPS1526388899,722976,91791,,,CA,1959,,9/13/12
SEHDPS1526388898,722899,91724,,,CA,1957,,9/14/12
BUUM6T,724839,95662,,Orangevale,CA,1990,,2/29/12
9G82OG,724935,94545,,Hayward,CA,1957,,12/7/11
0CXWVB,724935,94542,,Hayward,CA,1948,,1/23/12
CYXJKM,724957,94952,,Petaluma FS 2,CA,1964,,3/19/12
C17NWR,724830,95608,,Carmichael,CA,1964,,3/15/12
SEHDPS1526388894,722976,91006,,,CA,1950,,10/1/12
SEHDPS1526388303,722976,90604,,,CA,1957,,2/29/12
SEHDPS1526388302,722956,90250,,,CA,1905,,12/23/11
SEHDPS1526388306,722976,91790,,,CA,1951,,2/21/12
SEHDPS1526388305,722976,91745,,,CA,1950,,12/9/11
SEHDPS1526388304,722976,91723,,,CA,1959,,12/10/11
OGUSVO,724940,94132,,San Francisco AP,CA,1951,,2/23/12
SEHDPS1526388309,722899,91767,,,CA,1929,,12/23/11
SD4235,724940,94121,,San Francisco AP,CA,1938,,1/30/12
P6II3O,724920,95209,,Stockton AP,CA,1981,,11/15/11
W2XRAE,724920,95204,,Stockton AP,CA,1936,,2/23/12
ERI3V6,724945,95120,,San Jose,CA,1985,,1/30/12
BE9XQR,724839,95765,,Rocklin,CA,1988,,9/6/11
LHYTIV,724926,95355,,Modesto,CA,1987,,1/20/12
SUM9UM,724945,95123,,San Jose,CA,1950,,3/5/12
3C6ILT,724957,95405,,Santa Rosa,CA,1951,,11/17/11
3798085090,722904,91911,1107 DEL MAR AVE,Chula Vista,CA,2000,,3/14/12
KQ13JA,724830,95818,,Sacramento AP,CA,1959,,2/1/12
7AEH8T,724930,94804,,Richmond,CA,1941,,3/20/12
8ALN6Q,724940,94131,,San Francisco AP,CA,1951,,11/30/11
XMYL4O,724830,95821,,Sacramento CO,CA,1953,,10/28/11
T87V8X,724830,95826,,Sacramento CO,CA,1965,,2/24/12
B0SSLI,724830,95608,,Carmichael,CA,1960,,1/6/12
SEHDPS1526388485,722976,91790,,,CA,1953,,4/10/12
8W3ZYW,724955,94901,,San Rafael,CA,1967,,2/23/12
3CKW8Z,724830,95608,,Carmichael,CA,1952,,2/27/12
PUAILX,724839,95626,,Sacramento CO,CA,1965,,3/20/12
U17YND,745090,94303,,East Palo Alto,CA,1954,,3/3/12
SA0RQG,724830,95816,,Sacramento AP,CA,1905,,11/30/11
C944LW,724927,94526,,Pleasant Hill,CA,1973,,9/23/11
SL2LQ7,724830,95608,,Carmichael,CA,1958,,3/1/12
SNVX14,724830,95628,,Fair Oaks,CA,1970,,12/5/11
OATDMS,724945,95035,,Milpitas,CA,1962,,3/2/12
OH2P63,724830,95608,,Carmichael,CA,1955,,11/21/11
SEHDPS1526383808,722880,91007,,,CA,1956,,5/2/12
CXI7DY,724945,95008,,Campbell,CA,1955,,2/20/12
N7ODO3,724830,95682,,Cameron Park,CA,1985,,11/8/11
PF1V5T,724815,95322,,Newman,CA,1947,,2/6/12
ARDSPO,724839,95621,,Citrus Heights,CA,1991,,2/13/12
SEHDPS1526383807,722899,91711,,,CA,1960,,7/23/12
DM1MMW,724930,94601,,Piedmont,CA,1955,,3/6/12
QAQ2N0,724830,95628,,Fair Oaks,CA,1967,,2/29/12
SEHDPS1526388488,722976,90703,,,CA,1968,,2/8/12
N5DYXF,725905,95482,,Ukiah,CA,1951,,1/6/12
RCBZLW,724830,95628,,Fair Oaks,CA,1976,,1/31/12
TLZ2LJ,724830,95827,,Sacramento CO,CA,1978,,1/26/12
NADR55,745090,94041,,San Jose,CA,1952,,1/20/12
W8KQJ1,724945,95117,,San Jose,CA,1980,,2/7/12
X4XY9U,724815,95348,,Merced AP,CA,1969,,11/30/11
OWOT5S,724945,95125,,San Jose,CA,1934,,2/13/12
B5KHEP,724930,94618,,Berkeley,CA,1928,,2/2/12
6FQHWV,745090,94087,,Sunnyvale,CA,1975,,3/21/12
C2FX68,724945,95035,,Milpitas,CA,1969,,3/13/12
Z4QM6O,724920,95204,,Stockton AP,CA,1947,,12/20/11
WBUQNO,724839,95660,,North Highlands,CA,1991,,2/22/12
G13SW0,724940,94131,,San Francisco CO,CA,1890,,1/18/12
NI0TGT,745090,94025,,Menlo Park,CA,1948,,2/17/12
A17DBB,724830,95630,,Folsom Dam,CA,1986,,2/20/12
C9YQA1,724830,95608,,Carmichael,CA,1956,,1/4/12
36SVLP,724830,95831,,Sacramento AP,CA,1965,,3/9/12
KKBOYM,724936,94549,,Lafayette,CA,1946,,1/24/12
T5W418,724830,95823,,Sacramento CO,CA,1956,,3/23/12
G5TL3O,723890,93720,,Fresno AP,CA,1994,,1/27/12
ON87IO,724936,94805,,Richmond,CA,1941,,10/14/11
XFKY8M,724830,95670,,Rancho Cordova,CA,1971,,1/5/12
YG0UUF,724936,94553,,Martinez FS,CA,1979,,3/24/12
SEHDPS1526388279,722956,90504,,,CA,1905,,1/2/12
1117122256,722904,91910,662 DENNIS AVE,Chula Vista,CA,1950,,3/12/12
ZCFN2K,724920,95242,,Lodi,CA,1963,,1/30/12
SEHDPS1526388278,723926,91361,,,CA,1905,,1/10/12
17FLPA,724920,95209,,Stockton AP,CA,1978,,1/5/12
EJRE4X,724920,95242,,Lodi,CA,1974,,9/29/11
SGHDPS1526030095,723940,93458,,,CA,1958,,5/4/12
AEVISL,745160,94533,,Fairfield FS,CA,1962,,2/24/12
9PM7GH,724830,95818,,Sacramento CO,CA,1946,,3/15/12
2159X6,724830,95608,,Carmichael,CA,1964,,3/14/12
RRAKYL,724927,94526,,Danville,CA,1971,,1/31/12
SEHDPS1526388273,722976,91789,,,CA,1972,,12/8/11
3KR8VN,724936,94549,,Lafayette,CA,1947,,2/29/12
SEHDPS1526388272,722899,91768,,,CA,1955,,12/23/11
0UW6RA,724839,95610,,Citrus Heights,CA,1980,,2/11/12
X313ND,724926,95358,,Modesto,CA,1991,,9/27/11
SEHDPS1526388642,722976,91790,,,CA,1953,,4/11/12
SEHDPS1526388643,722976,91770,,,CA,1964,,9/9/12
AHS5ZU,724940,94002,,Belmont,CA,2001,,3/1/12
L72MCD,724955,94960,,San Anselmo,CA,1918,,3/5/12
UOQ2JA,724930,94708,,Berkeley,CA,1976,,10/20/11
KJPBSH,724930,94705,,Berkeley,CA,1909,,1/17/12
SEHDPS1526388276,722976,91791,,,CA,1982,,1/12/12
6MLS0W,724830,95864,,Sacramento CO,CA,1960,,2/10/12
XZNE4M,724830,95608,,Carmichael,CA,1972,,11/23/11
BV1C3I,745090,94061,,Redwood City,CA,1952,,12/19/11
ODSZG2,724936,94507,,Alamo,CA,1978,,2/29/12
6CCHB3,724930,94705,,Berkeley,CA,1909,,1/9/12
DGTQY9,745090,94028,,Berkeley,CA,1951,,10/26/11
SEHDPS1526388818,722976,91790,,,CA,1953,,8/14/12
FCXOTO,724957,95403,,Santa Rosa,CA,1986,,2/15/12
SEHDPS1526388922,722976,91016,,,CA,1924,,8/31/12
G2J8ZN,724920,95219,,Stockton AP,CA,1976,,12/9/11
SEHDPS1526388170,722899,91711,,,CA,1989,,12/14/11
9IC5HT,724839,95765,,Rocklin,CA,1988,,10/25/11
PBPYOM,724936,94598,,Walnut Creek,CA,1962,,12/13/11
DO1EEC,724830,95758,,Elk Grove,CA,1991,,3/6/12
7IT4LM,724955,94589,,Vallejo,CA,1953,,1/12/12
OJ9MVO,724945,95136,,San Jose,CA,1969,,2/10/12
BIGBEZ,724936,94598,,Walnut Creek,CA,1973,,8/29/11
U9YN9H,724839,95610,,Citrus Heights,CA,1973,,2/7/12
ZKNA3O,745090,94063,,Redwood City,CA,1945,,1/27/12
MZ0TL5,724926,95355,,Modesto,CA,1986,,2/21/12
YS2YKS,724837,95603,,Auburn,CA,1963,,9/15/11
SF7LSH,724830,95825,,Sacramento AP,CA,1956,,3/29/12
SEHDPS1526388799,722899,91741,,,CA,1953,,9/12/12
K532T5,745160,95688,,Vacaville,CA,1977,,1/20/12
SEHDPS1526388795,722976,91790,,,CA,1960,,9/13/12
SEHDPS1526388796,722976,91790,,,CA,1954,,8/27/12
SEHDPS1526388797,722880,91803,,,CA,1949,,8/9/12
SEHDPS1526388242,722880,91001,,,CA,1951,,10/29/11
SEHDPS1526388243,722899,91711,,,CA,1956,,12/7/11
SEHDPS1526388792,723896,93292,,,CA,1979,,7/24/12
SEHDPS1526388793,722976,91790,,,CA,1953,,9/13/12
F9H2YR,723890,93722,,Fresno AP,CA,1993,,9/29/11
9XY45H,723890,93711,,Fresno AP,CA,2000,,2/2/12
M83VC9,724837,95603,,Auburn,CA,1952,,1/26/12
BJHN5F,724830,95682,,Cameron Park,CA,1986,,6/1/11
9752391557,722903,92111,3732 MOUNT ACADIA BLVD,San Diego,Ca,1959,,3/27/12
5FRHNU,724936,94805,,Richmond,CA,1943,,1/26/12
NWFQS0,724839,95836,,Sacramento CO,CA,1933,,3/20/12
E6C61Z,724830,95628,,Fair Oaks,CA,1967,,2/20/12
MXJA0C,724945,95123,,San Jose,CA,1972,,3/12/12
QV5HQX,724945,95008,,Campbell,CA,1961,,10/25/11
UMA6ZT,724830,95831,,Sacramento AP,CA,1977,,3/23/12
4KXJ6K,724936,94805,,Berkeley,CA,1941,,3/5/12
VR8MDG,745090,94043,,Mountain View,CA,1957,,8/31/11
SEHDPS1526388246,722886,91302,,,CA,1988,,3/5/12
SEHDPS1526388421,722899,91768,,,CA,1952,,2/8/12
SEHDPS1526388427,722869,92337,,,CA,1994,,7/13/12
SEHDPS1526388424,722885,90230,,,CA,1922,,8/10/12
6WB9ES,724830,95628,,Fair Oaks,CA,1967,,3/13/12
5WWTLH,724920,95330,,Lathrop,CA,1990,,9/9/11
47V3M4,724839,95650,,Loomis,CA,1989,,10/27/11
QJ172K,724830,95821,,Citrus Heights,CA,1966,,1/31/12
G9V3JB,724926,95356,,Modesto,CA,2000,,12/6/11
VNEDYO,724945,95112,,San Jose,CA,1913,,2/19/12
V9TEW3,724927,94506,,Danville,CA,1986,,8/26/11
NP6DQK,724830,95758,,Elk Grove,CA,1990,,10/28/11
0TNVR5,745090,95014,,Cupertino,CA,1960,,2/21/12
YKZ8WB,724839,95695,,Woodland,CA,1972,,11/17/11
SEHDPS1526388336,722976,91706,,,CA,1916,,4/19/12
SEHDPS1526388337,722970,90713,,,CA,1953,,5/24/12
SEHDPS1526388335,722976,91722,,,CA,Not Available,,12/27/11
6WJTPQ,724940,94116,,San Francisco AP,CA,1940,,2/23/12
SEHDPS1526388333,722899,91768,,,CA,1943,,4/13/12
UXLMJG,724940,94038,,Half Moon Bay,CA,1975,,2/6/12
5WMG76,724930,94708,,El Cerrito,CA,1953,,9/10/11
CFR4R2,724830,95831,,Sacramento CO,CA,1965,,11/1/11
26ER46,724837,95603,,Auburn,CA,1988,,9/2/11
BMYRMU,724936,94806,,San Pablo,CA,1941,,12/1/11
CK2Q65,724940,94066,,San Bruno,CA,1954,,2/6/12
SEHDPS1526388931,722976,91790,,,CA,1951,,9/14/12
641V1P,745090,94025,,Menlo Park,CA,1939,,2/10/12
SEHDPS1526388933,722976,91790,,,CA,1951,,9/27/12
K5RL9C,724837,95603,,Auburn,CA,1978,,9/1/11
SEHDPS1526388935,723895,93257,,,CA,1956,,10/11/12
SEHDPS1526388936,722899,91724,,,CA,1959,,9/12/12
RGXYN3,724940,94112,,San Francisco AP,CA,1902,,3/15/12
SEHDPS1526388939,723925,93117,,,CA,1988,,9/7/12
SGHDPS1526317934,722885,90066,,,CA,1941,,7/17/12
1WSCN5,724920,95209,,Stockton AP,CA,1977,,11/22/11
V34VP9,724927,94588,,Pleasanton,CA,1989,,3/20/12
Z66CAO,724830,95632,,Galt,CA,1992,,10/6/11
F9WGPB,724957,95492,,Windsor,CA,1993,,10/13/11
A5R1AA,724940,94122,,San Francisco AP,CA,1948,,1/20/12
M69BI6,724957,95472,,Sebastapol,CA,1976,,10/28/11
687TTU,724940,94010,,Burlingame,CA,1915,,11/1/11
PW44SV,724830,95630,,Folsom Dam,CA,1991,,9/19/11
5RYZEQ,724830,95608,,Citrus Heights,CA,1939,,12/23/11
V1VWA4,724945,95070,,Saratoga,CA,1958,,1/25/12
0MRYS3,724945,95035,,San Jose,CA,1969,,2/29/12
PG3YHD,724830,95608,,Carmichael,CA,1959,,12/3/11
SEHDPS1526388554,722956,90043,,,CA,1939,,3/6/12
8GCWYB,724930,94804,,Berkeley,CA,1940,,2/21/12
2NUAQ0,724940,94941,,Mill Valley,CA,1986,,11/18/11
T9CSA9,724830,95831,,Sacramento AP,CA,1987,,12/21/11
JDZ21O,724830,95670,,Gold River,CA,1990,,3/7/12
GSE3QE,724936,94598,,Walnut Creek,CA,1955,,12/2/11
SEHDPS1526388722,722860,92373,,,CA,1955,,8/2/12
OYORKG,724830,95826,,Sacramento CO,CA,1990,,3/19/12
TI0R7X,724830,95672,,Cameron Park,CA,1983,,12/19/11
5DVZ10,724955,94960,,San Anselmo,CA,1976,,2/21/12
SEHDPS1526388550,722956,90275,,,CA,1964,,5/22/12
SEHDPS1526388551,722956,90278,,,CA,1955,,3/26/12
V74929,724940,94131,,San Francisco CO,CA,1927,,2/28/12
RXJ5JM,724920,95210,,Stockton AP,CA,1991,,2/15/12
8MZZ8V,745090,94022,,Los Altos,CA,1952,,3/8/12
SEHDPS1526388415,722976,90604,,,CA,1956,,2/21/12
EXP4O2,724936,94518,,Concord,CA,1976,,8/26/11
33WL2B,723890,93611,,Fresno AP,CA,1978,,9/21/11
5BWEFK,724830,95685,,Ione,CA,1972,,11/1/11
1B4512,745090,94025,,Menlo Park,CA,1959,,10/26/11
0CB15R,724927,94526,,Danville,CA,1989,,9/22/11
SEHDPS1526388412,722976,91722,,,CA,1954,,10/2/12
53POBF,724957,95404,,Santa Rosa,CA,1971,,12/21/11
82GVRK,725905,95482,,Ukiah,CA,1972,,3/30/12
ODNF34,724830,95667,,Rocklin,CA,1976,,3/12/12
B6RXNY,724957,95404,,Santa Rosa,CA,1979,,10/26/11
MLAA23,724945,95032,,Los Gatos,CA,1951,,12/27/11
V582KF,724830,95826,,Sacramento CO,CA,1965,,3/19/12
5Z439K,724837,95614,,Auburn,CA,1986,,9/6/11
R63CX1,724930,94602,,Oakland Museum,CA,1930,,12/14/11
59JD9F,724839,95765,,Rocklin,CA,1995,,11/14/11
C944M1,724837,95603,,Auburn,CA,1988,,8/31/11
BKZRUW,724940,94066,,San Bruno,CA,1963,,1/12/12
0JNE30,724930,94708,,Berkeley,CA,1949,,9/27/11
NKP4ZU,724930,94556,,Moraga,CA,1964,,11/10/11
VHMCZD,724839,95843,,North Highlands,CA,1989,,11/17/11
7IPIUK,724940,94402,,San Mateo,CA,1949,,12/20/11
46J7L4,724830,95628,,Fair Oaks,CA,1976,,2/1/12
P1JZJE,724830,95608,,Carmichael,CA,1954,,3/21/12
ILLIS4,724930,94619,,Oakland Museum,CA,1968,,1/24/12
UOQ4AL,724936,94595,,Walnut Creek,CA,1972,,11/16/11
R38S0Z,724940,94080,,South San Francisco,CA,1963,,2/29/12
S7RLVD,724837,95703,,Auburn,CA,1955,,7/5/11
D13QM9,723890,93727,,Fresno AP,CA,1974,,2/15/11
SEHDPS1526388396,722899,91768,,,CA,1947,,2/21/12
98BV10,724839,95673,,Rio Linda,CA,1959,,3/23/12
IDWHF6,723890,93705,,Fresno AP,CA,1968,,2/10/12
TRMG27,724920,95336,,Manteca,CA,1986,,3/22/12
6J1BPQ,724957,95401,,Santa Rosa,CA,1967,,12/28/11
K5DC1Z,724837,95651,,Auburn,CA,1942,,6/30/11
OIN4R3,724936,94521,,Concord,CA,1985,,11/3/11
QVLB14,724830,95608,,Carmichael,CA,1960,,3/20/12
K77DZN,725847,95684,,Placerville,CA,1980,,11/16/11
ZMA023,745090,94087,,Sunnyvale,CA,1962,,9/15/11
SEHDPS1526435400,722976,91790,,,CA,1963,,10/10/12
HSL1UQ,724920,95240,,Lodi,CA,1937,,9/15/11
4254781750,722903,92111,7235 BELDEN ST,San Diego,CA,1960,,7/24/12
0K7NRC,724940,94070,,San Carlos,CA,1946,,12/2/11
W09596,724940,94044,,Pacifica,CA,1972,,2/8/12
OM0NPB,724926,95354,,Modesto,CA,1949,,2/16/12
4EZ868,724957,95405,,Santa Rosa,CA,1976,,10/7/11
O68GXA,724945,95032,,Los Gatos,CA,1954,,3/16/12
SGHDPS1526106330,722880,91207,,,CA,1924,,5/25/12
SEHDPS1526388658,723896,93221,,,CA,1960,,6/12/12
SEHDPS1526388654,722899,91741,,,CA,1968,,5/18/12
SEHDPS1526388650,722976,91790,,,CA,1947,,6/27/12
SEHDPS1526388653,722869,92405,,,CA,1954,,7/16/12
I0JZ8R,724930,94707,,Berkeley,CA,1920,,1/17/12
KXXAVN,724830,95608,,Carmichael,CA,1959,,2/2/12
SPDU1I,724830,95628,,Fair Oaks,CA,1967,,3/8/12
K68XGO,724830,95822,,Sacramento CO,CA,1938,,3/19/12
N1FIGN,724920,95240,,Lodi,CA,1995,,1/20/12
L10K9E,724839,95660,,North Highlands,CA,1953,,3/6/12
O2RQUU,724830,95821,,Sacramento AP,CA,1953,,2/24/12
Q7PJX2,724839,95677,,Rocklin,CA,2002,,2/22/12
G00C9T,724830,95628,,Fair Oaks,CA,1967,,3/10/12
SEHDPS1526388126,722886,93065,,,CA,1965,,3/29/11
7VL4SS,724957,95403,,Santa Rosa,CA,1976,,2/23/12
SEHDPS1526388930,722976,91722,,,CA,1955,,10/1/12
HF2OX9,724837,95602,,Auburn,CA,1985,,10/24/11
39OHER,724957,94928,,Rohnert Park,CA,1970,,2/25/12
XLFYHZ,724830,95608,,Carmichael,CA,1960,,1/13/12
SZ62EL,724830,95630,,Folsom,CA,1988,,1/10/12
SEHDPS1526388599,723896,93277,,,CA,1978,,5/11/12
PDET0T,745090,94025,,Menlo Park,CA,1930,,1/25/12
QUA2O7,724839,95842,,Sacramento AP,CA,1986,,12/31/11
SEHDPS1526388891,722970,90815,,,CA,1953,,8/26/12
Y2Y65Y,724830,95822,,Sacramento AP,CA,1924,,2/24/12
4D81JX,745090,94040,,Mountain View,CA,1955,,10/10/11
SEHDPS1526388789,722880,91214,,,CA,1950,,7/30/12
SEHDPS1526388788,722899,91741,,,CA,1955,,9/19/12
SEHDPS1526388787,722899,91711,,,CA,1955,,7/31/12
